stimulus_ext,previous_response_ext,stimulus_int,previous_response_int,AA,AB,BA,BB
1.5603874430519007,0.0311201308238688,0.8740327965218806,0.06954594436562246,-0.0010802703975494278,-6.8310839876557345,-7.088759167017024,-0.0008347804466513766
